timestamp,segment,station_upstream,station_downstream,pipe_diameter_in,pipe_length_m,pressure_upstream_psi,pressure_downstream_psi,pressure_drop_psi,flow_upstream_lps,flow_downstream_lps,flow_diff_lps,vibration_g,acoustic_db,is_leak,severity,water_loss_lpm
1737,SEG3,S3,S4,6.0,275,54.04,46.75,7.29,5.101,5.099,0.002,0.227,31.47,0,none,0.1
510,SEG3,S3,S4,6.0,275,55.02,49.28,5.74,4.612,4.611,0.001,0.228,29.12,0,none,0.077
146,SEG3,S3,S4,6.0,275,56.98,49.82,7.16,5.069,5.068,0.0,0.141,32.01,0,none,0.019
1216,SEG3,S3,S4,6.0,275,54.79,46.19,8.6,5.76,5.757,0.002,0.24,30.08,0,none,0.141
1488,SEG1,S1,S2,8.0,250,54.44,45.33,9.11,6.822,6.796,0.026,0.221,29.03,1,small,1.589
690,SEG4,S4,S5,4.0,200,55.0,44.76,10.23,5.355,5.354,0.001,0.273,29.9,0,none,0.089
1655,SEG1,S1,S2,8.0,250,54.42,50.36,4.06,5.076,5.075,0.002,0.202,30.13,0,none,0.111
1451,SEG3,S3,S4,6.0,275,54.35,47.18,7.17,5.072,5.071,0.001,0.236,27.71,0,none,0.049
2127,SEG1,S1,S2,8.0,250,55.08,48.95,6.13,6.224,6.224,0.001,0.102,32.85,0,none,0.032
2909,SEG3,S3,S4,6.0,275,54.77,47.3,7.46,5.391,5.39,0.001,0.295,31.61,0,none,0.059
818,SEG3,S3,S4,6.0,275,55.74,50.29,5.45,4.369,4.367,0.002,0.125,32.54,0,none,0.111
426,SEG1,S1,S2,8.0,250,55.27,49.15,6.12,6.341,6.339,0.002,0.139,28.09,0,none,0.126
351,SEG3,S3,S4,6.0,275,56.18,47.55,8.63,5.713,5.711,0.002,0.129,28.36,0,none,0.09
3729,SEG3,S3,S4,6.0,275,53.37,47.22,6.14,4.682,4.681,0.0,0.177,33.9,0,none,0.017
3989,SEG4,S4,S5,4.0,200,54.95,47.64,7.31,4.391,4.39,0.001,0.207,29.81,0,none,0.057
689,SEG4,S4,S5,4.0,200,53.39,44.2,9.19,5.027,5.026,0.001,0.199,31.83,0,none,0.078
1078,SEG1,S1,S2,8.0,250,54.48,49.89,4.59,5.089,5.087,0.002,0.227,33.52,0,none,0.122
1933,SEG2,S2,S3,6.0,300,54.26,44.79,9.47,5.755,5.754,0.001,0.103,29.26,0,none,0.065
1568,SEG3,S3,S4,6.0,275,55.2,47.15,8.05,5.487,5.486,0.001,0.275,31.72,0,none,0.068
1610,SEG2,S2,S3,6.0,300,54.67,45.67,9.0,5.598,5.597,0.001,0.157,27.61,0,none,0.059
1112,SEG3,S3,S4,6.0,275,54.67,49.09,5.57,4.448,4.446,0.002,0.186,31.68,0,none,0.129
2665,SEG3,S3,S4,6.0,275,55.03,45.7,9.33,5.917,5.916,0.001,0.227,31.34,0,none,0.052
127,SEG1,S1,S2,8.0,250,55.97,49.27,6.71,6.538,6.537,0.001,0.162,28.28,0,none,0.048
2560,SEG3,S3,S4,6.0,275,54.74,48.73,6.01,4.532,4.532,0.0,0.161,30.75,0,none,0.016
3410,SEG2,S2,S3,6.0,300,55.71,46.28,9.43,5.778,5.776,0.002,0.135,31.71,0,none,0.128
1238,SEG3,S3,S4,6.0,275,54.62,45.84,8.79,5.81,5.81,0.0,0.232,32.34,0,none,0.025
1728,SEG3,S3,S4,6.0,275,54.38,48.65,5.73,4.604,4.603,0.001,0.188,32.53,0,none,0.063
1385,SEG3,S3,S4,6.0,275,54.58,49.17,5.41,4.307,4.304,0.002,0.154,28.78,0,none,0.142
99,SEG1,S1,S2,8.0,250,55.22,48.16,7.06,6.776,6.775,0.001,0.213,28.99,0,none,0.063
2895,SEG3,S3,S4,6.0,275,54.87,45.02,9.85,5.294,5.254,0.039,0.277,34.17,1,small,2.364
421,SEG3,S3,S4,6.0,275,56.44,49.24,7.2,5.183,5.181,0.002,0.211,28.21,0,none,0.109
3877,SEG3,S3,S4,6.0,275,55.45,48.18,7.27,5.185,5.184,0.0,0.177,30.19,0,none,0.017
260,SEG3,S3,S4,6.0,275,54.02,34.36,19.66,4.811,4.689,0.122,0.477,46.51,1,severe,7.296
3202,SEG3,S3,S4,6.0,275,54.89,46.49,8.4,5.616,5.616,0.001,0.181,32.23,0,none,0.039
954,SEG2,S2,S3,6.0,300,52.92,38.49,14.43,7.274,7.273,0.001,0.132,28.03,0,none,0.083
3711,SEG2,S2,S3,6.0,300,55.42,45.96,9.45,5.696,5.695,0.001,0.276,31.95,0,none,0.05
3113,SEG4,S4,S5,4.0,200,55.49,48.78,6.71,4.154,4.153,0.001,0.133,33.58,0,none,0.047
1152,SEG4,S4,S5,4.0,200,55.51,47.84,7.68,4.696,4.695,0.001,0.2,31.62,0,none,0.059
3540,SEG4,S4,S5,4.0,200,56.93,43.66,13.27,5.6,5.577,0.023,0.32,30.44,1,small,1.372
3204,SEG1,S1,S2,8.0,250,55.96,49.95,6.01,6.347,6.346,0.001,0.234,29.94,0,none,0.077
570,SEG4,S4,S5,4.0,200,55.94,48.56,7.39,4.536,4.533,0.002,0.181,30.32,0,none,0.145
2656,SEG1,S1,S2,8.0,250,53.83,45.97,7.86,7.274,7.272,0.002,0.179,27.73,0,none,0.142
1226,SEG3,S3,S4,6.0,275,56.59,47.16,9.43,5.994,5.992,0.002,0.106,27.35,0,none,0.106
857,SEG3,S3,S4,6.0,275,55.03,48.7,6.33,4.781,4.779,0.002,0.092,27.27,0,none,0.13
1341,SEG3,S3,S4,6.0,275,55.15,49.88,5.27,4.312,4.309,0.002,0.246,28.9,0,none,0.14
1527,SEG2,S2,S3,6.0,300,54.87,39.77,15.1,7.433,7.432,0.001,0.195,26.33,0,none,0.077
2529,SEG3,S3,S4,6.0,275,53.67,44.35,9.31,4.449,4.369,0.08,0.257,36.61,1,medium,4.814
251,SEG1,S1,S2,8.0,250,55.58,50.06,5.52,5.964,5.964,0.0,0.17,27.81,0,none,0.02
1079,SEG3,S3,S4,6.0,275,55.47,50.54,4.93,4.284,4.284,0.0,0.226,31.69,0,none,0.018
1779,SEG4,S4,S5,4.0,200,55.12,42.56,12.57,5.565,5.547,0.019,0.198,32.58,1,small,1.135
3571,SEG2,S2,S3,6.0,300,53.24,40.33,12.91,6.875,6.875,0.001,0.1,32.11,0,none,0.047
1302,SEG1,S1,S2,8.0,250,56.05,41.84,14.21,5.899,5.684,0.215,0.365,46.86,1,severe,12.906
2473,SEG1,S1,S2,8.0,250,55.99,50.78,5.21,5.551,5.549,0.002,0.166,27.43,0,none,0.117
3509,SEG1,S1,S2,8.0,250,56.99,49.86,7.14,6.924,6.924,0.0,0.165,30.2,0,none,0.013
1598,SEG2,S2,S3,6.0,300,54.32,43.29,11.03,6.279,6.278,0.001,0.244,28.81,0,none,0.055
751,SEG1,S1,S2,8.0,250,52.92,47.86,5.06,5.627,5.625,0.002,0.284,30.71,0,none,0.145
696,SEG3,S3,S4,6.0,275,55.16,47.53,7.64,5.289,5.288,0.001,0.13,29.11,0,none,0.061
3120,SEG2,S2,S3,6.0,300,53.72,45.09,8.62,5.479,5.477,0.002,0.236,28.66,0,none,0.105
1006,SEG1,S1,S2,8.0,250,54.38,47.58,6.8,5.867,5.831,0.036,0.279,31.18,1,small,2.186
341,SEG2,S2,S3,6.0,300,55.04,34.3,20.75,7.392,7.298,0.094,0.306,40.67,1,medium,5.638
1353,SEG4,S4,S5,4.0,200,54.69,47.96,6.72,4.288,4.287,0.0,0.135,31.67,0,none,0.023
2438,SEG4,S4,S5,4.0,200,54.88,42.78,12.1,4.929,4.83,0.099,0.291,36.79,1,medium,5.932
977,SEG2,S2,S3,6.0,300,54.98,41.02,13.96,7.076,7.073,0.002,0.226,28.36,0,none,0.136
387,SEG1,S1,S2,8.0,250,55.98,44.52,11.46,6.619,6.557,0.062,0.21,37.59,1,medium,3.709
3908,SEG4,S4,S5,4.0,200,56.68,47.76,8.91,4.999,4.999,0.0,0.123,32.96,0,none,0.029
1570,SEG4,S4,S5,4.0,200,56.18,46.5,9.69,5.245,5.244,0.0,0.172,32.01,0,none,0.029
29,SEG2,S2,S3,6.0,300,55.13,40.29,14.84,7.37,7.369,0.001,0.183,30.63,0,none,0.069
3277,SEG3,S3,S4,6.0,275,56.98,48.67,8.31,5.722,5.72,0.001,0.174,27.52,0,none,0.086
606,SEG2,S2,S3,6.0,300,55.99,40.85,15.14,7.439,7.437,0.002,0.135,25.45,0,none,0.134
2873,SEG4,S4,S5,4.0,200,56.35,48.88,7.47,4.61,4.608,0.002,0.168,31.79,0,none,0.134
1442,SEG4,S4,S5,4.0,200,56.1,45.91,10.18,5.276,5.274,0.002,0.173,29.83,0,none,0.121
2498,SEG3,S3,S4,6.0,275,54.33,50.33,4.01,3.968,3.966,0.002,0.098,29.75,0,none,0.102
3795,SEG1,S1,S2,8.0,250,55.37,46.02,9.35,6.774,6.756,0.018,0.19,29.86,1,small,1.069
3404,SEG1,S1,S2,8.0,250,54.36,49.38,4.97,5.522,5.52,0.002,0.244,30.85,0,none,0.132
1586,SEG4,S4,S5,4.0,200,54.66,45.78,8.88,4.806,4.804,0.002,0.144,28.45,0,none,0.126
476,SEG1,S1,S2,8.0,250,53.63,46.73,6.9,4.837,4.813,0.024,0.275,34.84,1,small,1.434
990,SEG2,S2,S3,6.0,300,56.33,43.62,12.72,6.722,6.721,0.001,0.227,29.79,0,none,0.047
1056,SEG1,S1,S2,8.0,250,56.4,52.03,4.37,5.148,5.147,0.001,0.163,32.1,0,none,0.059
2848,SEG3,S3,S4,6.0,275,55.94,50.05,5.89,4.767,4.767,0.001,0.196,33.86,0,none,0.034
3342,SEG3,S3,S4,6.0,275,55.2,49.52,5.69,4.512,4.51,0.002,0.18,30.42,0,none,0.114
3468,SEG4,S4,S5,4.0,200,54.08,44.11,9.96,5.332,5.331,0.001,0.143,30.99,0,none,0.042
1236,SEG1,S1,S2,8.0,250,55.21,48.33,6.88,6.739,6.737,0.002,0.204,32.12,0,none,0.133
45,SEG3,S3,S4,6.0,275,55.02,44.1,10.92,5.65,5.611,0.039,0.272,35.15,1,small,2.363
324,SEG3,S3,S4,6.0,275,53.68,44.07,9.62,5.547,5.517,0.03,0.292,32.16,1,small,1.818
1436,SEG2,S2,S3,6.0,300,54.85,42.82,12.04,6.558,6.558,0.0,0.218,31.78,0,none,0.028
1826,SEG3,S3,S4,6.0,275,53.22,44.66,8.56,5.63,5.63,0.0,0.171,31.78,0,none,0.007
1711,SEG3,S3,S4,6.0,275,54.06,47.94,6.12,4.807,4.805,0.002,0.216,31.54,0,none,0.142
1373,SEG1,S1,S2,8.0,250,53.95,37.98,15.97,5.206,4.986,0.22,0.528,42.54,1,severe,13.183
3862,SEG2,S2,S3,6.0,300,55.36,42.27,13.09,6.838,6.836,0.002,0.143,23.9,0,none,0.101
2588,SEG4,S4,S5,4.0,200,54.78,45.85,8.93,5.074,5.071,0.002,0.124,32.31,0,none,0.136
2058,SEG4,S4,S5,4.0,200,55.87,39.96,15.91,5.316,5.24,0.076,0.37,38.93,1,medium,4.565
2804,SEG2,S2,S3,6.0,300,55.49,46.79,8.7,5.389,5.388,0.001,0.247,30.87,0,none,0.074
751,SEG2,S2,S3,6.0,300,54.34,43.07,11.27,5.404,5.368,0.036,0.159,33.74,1,small,2.184
1858,SEG2,S2,S3,6.0,300,55.52,39.82,15.7,7.017,6.986,0.031,0.265,33.5,1,small,1.839
1286,SEG3,S3,S4,6.0,275,55.17,47.62,7.55,5.387,5.385,0.002,0.174,28.95,0,none,0.106
817,SEG4,S4,S5,4.0,200,55.54,48.19,7.35,4.424,4.422,0.002,0.129,29.14,0,none,0.123
3471,SEG2,S2,S3,6.0,300,54.54,41.71,12.83,6.748,6.747,0.001,0.155,29.73,0,none,0.033
879,SEG4,S4,S5,4.0,200,54.29,43.78,10.5,5.154,5.116,0.039,0.222,32.85,1,small,2.317
3625,SEG2,S2,S3,6.0,300,52.87,43.2,9.66,5.874,5.872,0.002,0.22,29.98,0,none,0.139
2802,SEG1,S1,S2,8.0,250,54.42,50.42,4.0,4.856,4.853,0.002,0.215,31.02,0,none,0.124
1157,SEG3,S3,S4,6.0,275,53.34,47.06,6.28,4.783,4.783,0.001,0.335,27.58,0,none,0.048
1838,SEG3,S3,S4,6.0,275,53.95,45.25,8.7,5.617,5.615,0.002,0.257,31.27,0,none,0.121
1484,SEG4,S4,S5,4.0,200,55.37,44.25,11.12,5.484,5.482,0.002,0.192,30.13,0,none,0.092
2808,SEG2,S2,S3,6.0,300,55.13,38.49,16.63,5.697,5.591,0.106,0.414,41.57,1,severe,6.361
1185,SEG3,S3,S4,6.0,275,55.46,46.91,8.54,5.716,5.714,0.002,0.214,31.24,0,none,0.145
2109,SEG3,S3,S4,6.0,275,54.57,45.11,9.47,5.302,5.289,0.013,0.273,34.14,1,small,0.806
1903,SEG2,S2,S3,6.0,300,54.85,41.44,13.41,5.883,5.791,0.092,0.209,37.46,1,medium,5.546
62,SEG4,S4,S5,4.0,200,53.42,41.23,12.18,5.943,5.942,0.001,0.275,26.87,0,none,0.084
1217,SEG3,S3,S4,6.0,275,56.76,48.87,7.89,5.513,5.513,0.0,0.222,29.55,0,none,0.028
3731,SEG4,S4,S5,4.0,200,56.7,49.49,7.22,4.39,4.388,0.001,0.188,30.1,0,none,0.067
1119,SEG1,S1,S2,8.0,250,54.58,49.84,4.74,5.524,5.523,0.0,0.212,30.19,0,none,0.01
2690,SEG2,S2,S3,6.0,300,56.95,43.31,13.65,6.973,6.973,0.001,0.238,29.23,0,none,0.037
1889,SEG1,S1,S2,8.0,250,56.37,48.52,7.85,5.688,5.618,0.071,0.19,34.9,1,medium,4.232
1375,SEG2,S2,S3,6.0,300,55.92,43.56,12.36,5.459,5.383,0.076,0.228,34.57,1,medium,4.538
3445,SEG1,S1,S2,8.0,250,54.74,49.63,5.11,5.759,5.758,0.001,0.106,29.9,0,none,0.035
3158,SEG3,S3,S4,6.0,275,54.73,48.46,6.28,4.776,4.774,0.002,0.232,26.97,0,none,0.142
3449,SEG4,S4,S5,4.0,200,54.44,45.67,8.76,4.971,4.971,0.0,0.151,32.5,0,none,0.028
1565,SEG4,S4,S5,4.0,200,53.94,43.23,10.71,5.208,5.182,0.026,0.215,31.6,1,small,1.556
3409,SEG4,S4,S5,4.0,200,54.15,48.01,6.14,4.183,4.182,0.001,0.231,31.22,0,none,0.08
2734,SEG2,S2,S3,6.0,300,56.87,44.56,12.31,6.65,6.649,0.001,0.197,28.46,0,none,0.067
3704,SEG2,S2,S3,6.0,300,56.23,47.21,9.02,5.635,5.633,0.002,0.204,31.55,0,none,0.105
1071,SEG1,S1,S2,8.0,250,55.0,50.41,4.59,5.152,5.152,0.001,0.243,29.04,0,none,0.037
1145,SEG2,S2,S3,6.0,300,53.4,42.27,11.13,5.974,5.954,0.02,0.145,31.51,1,small,1.19
2976,SEG4,S4,S5,4.0,200,55.09,43.69,11.4,5.695,5.693,0.001,0.155,29.9,0,none,0.076
2407,SEG2,S2,S3,6.0,300,55.8,41.41,14.39,7.138,7.137,0.0,0.187,30.06,0,none,0.026
1238,SEG4,S4,S5,4.0,200,54.79,41.75,13.04,5.618,5.604,0.014,0.285,33.49,1,small,0.837
1351,SEG3,S3,S4,6.0,275,56.26,51.24,5.02,4.188,4.187,0.001,0.158,27.62,0,none,0.047
706,SEG2,S2,S3,6.0,300,53.16,38.3,14.86,7.288,7.286,0.002,0.284,32.71,0,none,0.127
1748,SEG4,S4,S5,4.0,200,54.48,44.59,9.89,5.325,5.322,0.002,0.184,33.25,0,none,0.129
2491,SEG2,S2,S3,6.0,300,55.49,46.34,9.16,5.555,5.552,0.002,0.169,28.9,0,none,0.149
3890,SEG4,S4,S5,4.0,200,54.96,45.52,9.44,5.213,5.212,0.001,0.246,28.69,0,none,0.064
3073,SEG3,S3,S4,6.0,275,53.79,49.27,4.52,4.071,4.07,0.001,0.277,29.89,0,none,0.047
196,SEG1,S1,S2,8.0,250,54.69,49.81,4.87,5.452,5.452,0.001,0.21,29.56,0,none,0.03
3463,SEG1,S1,S2,8.0,250,55.9,49.82,6.08,6.237,6.237,0.0,0.229,27.45,0,none,0.002
2565,SEG3,S3,S4,6.0,275,55.35,49.4,5.94,4.726,4.725,0.001,0.168,31.33,0,none,0.043
3919,SEG3,S3,S4,6.0,275,53.98,48.91,5.07,4.253,4.251,0.002,0.253,30.98,0,none,0.094
351,SEG1,S1,S2,8.0,250,54.17,47.66,6.51,6.489,6.487,0.002,0.245,31.5,0,none,0.122
3900,SEG2,S2,S3,6.0,300,55.49,45.25,10.25,6.027,6.026,0.001,0.268,31.49,0,none,0.081
512,SEG4,S4,S5,4.0,200,53.07,47.49,5.58,3.984,3.983,0.001,0.163,30.48,0,none,0.035
2085,SEG4,S4,S5,4.0,200,54.43,44.19,10.24,5.371,5.371,0.001,0.139,30.0,0,none,0.034
1829,SEG2,S2,S3,6.0,300,54.23,40.01,14.22,7.199,7.197,0.002,0.207,26.6,0,none,0.13
3502,SEG1,S1,S2,8.0,250,55.55,45.03,10.52,6.797,6.753,0.044,0.247,34.99,1,medium,2.619
2232,SEG1,S1,S2,8.0,250,56.35,52.32,4.03,5.134,5.131,0.002,0.17,34.01,0,none,0.123
640,SEG1,S1,S2,8.0,250,53.41,46.08,7.33,7.015,7.012,0.002,0.169,29.52,0,none,0.139
2176,SEG2,S2,S3,6.0,300,56.2,45.16,11.04,6.263,6.262,0.001,0.177,25.83,0,none,0.09
1769,SEG1,S1,S2,8.0,250,54.96,47.99,6.97,6.792,6.789,0.002,0.129,28.51,0,none,0.138
3440,SEG3,S3,S4,6.0,275,54.15,48.33,5.81,4.491,4.49,0.0,0.18,30.99,0,none,0.014
3162,SEG4,S4,S5,4.0,200,53.75,45.02,8.73,4.834,4.834,0.001,0.215,32.49,0,none,0.037
2955,SEG3,S3,S4,6.0,275,55.67,44.94,10.72,5.968,5.944,0.024,0.22,33.46,1,small,1.433
1937,SEG4,S4,S5,4.0,200,56.59,49.78,6.81,4.397,4.395,0.002,0.284,29.8,0,none,0.131
1531,SEG3,S3,S4,6.0,275,54.24,45.77,8.47,5.678,5.676,0.002,0.199,29.49,0,none,0.115
67,SEG3,S3,S4,6.0,275,54.61,45.79,8.81,5.777,5.776,0.001,0.206,27.4,0,none,0.054
3975,SEG1,S1,S2,8.0,250,55.04,47.58,7.46,5.462,5.443,0.019,0.246,30.37,1,small,1.144
2546,SEG1,S1,S2,8.0,250,55.85,50.59,5.25,5.731,5.729,0.002,0.162,31.0,0,none,0.12
2694,SEG3,S3,S4,6.0,275,54.69,46.01,8.68,5.68,5.678,0.002,0.176,25.38,0,none,0.114
720,SEG1,S1,S2,8.0,250,54.94,48.62,6.32,6.274,6.274,0.0,0.218,33.95,0,none,0.02
1799,SEG1,S1,S2,8.0,250,56.21,48.83,7.38,6.965,6.964,0.002,0.15,28.17,0,none,0.099
3030,SEG4,S4,S5,4.0,200,55.65,46.98,8.67,4.891,4.89,0.001,0.28,32.8,0,none,0.064
3918,SEG2,S2,S3,6.0,300,56.87,46.69,10.18,5.881,5.879,0.002,0.269,30.32,0,none,0.13
1955,SEG2,S2,S3,6.0,300,53.59,43.79,9.8,5.813,5.812,0.001,0.138,28.26,0,none,0.077
357,SEG1,S1,S2,8.0,250,55.8,48.67,7.13,6.824,6.823,0.001,0.184,28.51,0,none,0.046
3818,SEG3,S3,S4,6.0,275,54.76,46.25,8.51,5.808,5.808,0.0,0.213,32.59,0,none,0.025
3580,SEG3,S3,S4,6.0,275,55.02,46.62,8.4,5.676,5.674,0.002,0.239,29.85,0,none,0.108
2163,SEG4,S4,S5,4.0,200,55.85,47.44,8.41,4.742,4.742,0.0,0.232,28.62,0,none,0.0
2270,SEG1,S1,S2,8.0,250,55.91,51.47,4.44,5.425,5.424,0.001,0.282,26.14,0,none,0.079
3282,SEG3,S3,S4,6.0,275,54.62,44.3,10.32,5.586,5.567,0.019,0.272,30.77,1,small,1.133
3753,SEG1,S1,S2,8.0,250,54.08,48.49,5.59,5.958,5.956,0.002,0.246,29.42,0,none,0.142
723,SEG3,S3,S4,6.0,275,56.38,49.6,6.78,5.098,5.098,0.0,0.229,32.81,0,none,0.015
3,SEG1,S1,S2,8.0,250,55.41,49.59,5.82,6.037,6.037,0.0,0.18,28.98,0,none,0.007
3228,SEG3,S3,S4,6.0,275,53.94,44.66,9.29,5.873,5.872,0.001,0.148,30.63,0,none,0.052
3566,SEG4,S4,S5,4.0,200,56.21,44.79,11.42,5.68,5.679,0.001,0.264,34.8,0,none,0.044
2632,SEG4,S4,S5,4.0,200,55.65,44.33,11.32,5.675,5.674,0.002,0.117,31.9,0,none,0.096
3288,SEG1,S1,S2,8.0,250,53.64,47.35,6.29,6.36,6.358,0.002,0.241,27.8,0,none,0.107
1792,SEG3,S3,S4,6.0,275,54.32,46.5,7.83,5.468,5.466,0.002,0.179,34.21,0,none,0.144
3228,SEG4,S4,S5,4.0,200,54.95,41.6,13.35,5.93,5.898,0.032,0.24,35.43,1,small,1.898
1725,SEG3,S3,S4,6.0,275,53.17,45.25,7.92,4.757,4.726,0.03,0.205,31.6,1,small,1.823
2087,SEG1,S1,S2,8.0,250,55.44,48.8,6.64,6.655,6.654,0.001,0.296,32.83,0,none,0.064
3459,SEG4,S4,S5,4.0,200,56.08,48.16,7.92,4.636,4.636,0.0,0.21,29.7,0,none,0.002
3825,SEG3,S3,S4,6.0,275,53.44,46.15,7.28,5.296,5.294,0.001,0.234,27.41,0,none,0.09
290,SEG1,S1,S2,8.0,250,54.91,48.94,5.97,6.188,6.187,0.002,0.123,28.97,0,none,0.095
1813,SEG2,S2,S3,6.0,300,54.5,38.62,15.89,7.546,7.544,0.002,0.198,25.17,0,none,0.147
3276,SEG2,S2,S3,6.0,300,55.8,41.92,13.88,7.206,7.204,0.002,0.195,33.17,0,none,0.13
2150,SEG1,S1,S2,8.0,250,55.91,49.58,6.33,6.241,6.238,0.002,0.265,27.37,0,none,0.133
3910,SEG1,S1,S2,8.0,250,54.69,49.09,5.6,5.939,5.939,0.0,0.181,30.19,0,none,0.0
885,SEG3,S3,S4,6.0,275,55.9,48.96,6.95,5.054,5.052,0.001,0.216,30.92,0,none,0.075
24,SEG2,S2,S3,6.0,300,54.79,41.45,13.35,6.851,6.851,0.001,0.211,30.71,0,none,0.035
3601,SEG3,S3,S4,6.0,275,53.28,46.69,6.59,4.957,4.955,0.002,0.208,26.95,0,none,0.118
2092,SEG4,S4,S5,4.0,200,54.61,38.17,16.44,5.901,5.844,0.057,0.297,35.46,1,medium,3.448
884,SEG2,S2,S3,6.0,300,54.78,40.0,14.78,7.291,7.289,0.002,0.237,32.0,0,none,0.11
3322,SEG1,S1,S2,8.0,250,54.51,49.32,5.18,5.918,5.917,0.001,0.216,30.28,0,none,0.054
853,SEG4,S4,S5,4.0,200,54.73,46.13,8.6,4.868,4.867,0.001,0.135,28.43,0,none,0.032
2166,SEG3,S3,S4,6.0,275,53.21,47.17,6.04,4.716,4.715,0.001,0.28,30.11,0,none,0.035
2704,SEG1,S1,S2,8.0,250,54.1,47.71,6.39,6.533,6.532,0.001,0.2,30.18,0,none,0.036
3853,SEG3,S3,S4,6.0,275,54.94,46.96,7.98,5.372,5.371,0.001,0.18,31.53,0,none,0.089
1710,SEG4,S4,S5,4.0,200,55.36,47.55,7.81,4.662,4.661,0.0,0.241,29.26,0,none,0.008
2882,SEG1,S1,S2,8.0,250,55.9,50.52,5.38,5.897,5.897,0.0,0.135,31.82,0,none,0.01
1270,SEG1,S1,S2,8.0,250,54.88,46.42,8.46,6.564,6.527,0.038,0.255,30.61,1,small,2.26
1076,SEG2,S2,S3,6.0,300,56.97,48.81,8.17,5.317,5.317,0.0,0.17,30.99,0,none,0.013
1719,SEG2,S2,S3,6.0,300,55.5,44.73,10.77,6.176,6.175,0.001,0.217,28.95,0,none,0.06
703,SEG3,S3,S4,6.0,275,55.13,48.21,6.92,5.008,5.007,0.001,0.138,27.67,0,none,0.049
153,SEG3,S3,S4,6.0,275,53.87,47.29,6.58,4.92,4.918,0.002,0.144,29.04,0,none,0.141
2806,SEG3,S3,S4,6.0,275,54.17,49.06,5.11,4.31,4.309,0.001,0.206,26.52,0,none,0.057
1611,SEG3,S3,S4,6.0,275,54.55,47.73,6.82,4.968,4.966,0.002,0.206,29.06,0,none,0.097
1800,SEG2,S2,S3,6.0,300,55.61,39.43,16.17,7.619,7.619,0.0,0.224,31.97,0,none,0.012
102,SEG1,S1,S2,8.0,250,54.62,47.51,7.11,6.847,6.847,0.0,0.184,32.85,0,none,0.016
2859,SEG1,S1,S2,8.0,250,54.08,49.26,4.82,5.721,5.72,0.001,0.212,27.6,0,none,0.07
215,SEG3,S3,S4,6.0,275,56.18,50.85,5.32,4.459,4.458,0.001,0.173,28.19,0,none,0.063
3628,SEG2,S2,S3,6.0,300,53.9,44.36,9.54,5.823,5.821,0.002,0.186,27.04,0,none,0.112
1381,SEG4,S4,S5,4.0,200,55.63,48.53,7.1,4.419,4.418,0.002,0.316,27.64,0,none,0.097
1020,SEG2,S2,S3,6.0,300,54.55,40.16,14.39,5.906,5.812,0.094,0.311,38.98,1,medium,5.644
1585,SEG3,S3,S4,6.0,275,54.8,48.45,6.35,4.899,4.898,0.001,0.2,28.15,0,none,0.054
2125,SEG3,S3,S4,6.0,275,56.84,48.79,8.05,5.614,5.613,0.0,0.259,30.31,0,none,0.029
3750,SEG2,S2,S3,6.0,300,54.22,43.47,10.74,6.222,6.22,0.001,0.133,31.99,0,none,0.082
3878,SEG4,S4,S5,4.0,200,54.48,44.74,9.73,5.245,5.243,0.002,0.193,27.73,0,none,0.114
3600,SEG3,S3,S4,6.0,275,55.0,48.63,6.37,4.85,4.849,0.001,0.189,32.21,0,none,0.037
1295,SEG3,S3,S4,6.0,275,54.84,48.3,6.53,4.949,4.948,0.002,0.129,29.85,0,none,0.093
1612,SEG3,S3,S4,6.0,275,53.67,48.56,5.11,4.215,4.214,0.0,0.267,29.71,0,none,0.013
1025,SEG3,S3,S4,6.0,275,53.93,48.19,5.74,4.682,4.682,0.0,0.196,27.61,0,none,0.019
1950,SEG4,S4,S5,4.0,200,56.36,47.96,8.39,4.126,4.109,0.017,0.231,29.59,1,small,1.028
3695,SEG2,S2,S3,6.0,300,54.43,44.89,9.54,5.742,5.742,0.001,0.175,29.53,0,none,0.037
1285,SEG3,S3,S4,6.0,275,55.16,48.31,6.85,5.028,5.026,0.002,0.252,31.45,0,none,0.146
2683,SEG1,S1,S2,8.0,250,53.63,42.3,11.33,6.644,6.556,0.089,0.306,34.82,1,medium,5.329
2084,SEG3,S3,S4,6.0,275,55.28,46.91,8.37,5.541,5.539,0.002,0.221,31.09,0,none,0.142
772,SEG3,S3,S4,6.0,275,55.42,49.86,5.57,4.647,4.647,0.0,0.31,24.41,0,none,0.002
749,SEG4,S4,S5,4.0,200,54.72,47.94,6.78,4.221,4.22,0.001,0.226,31.59,0,none,0.062
105,SEG2,S2,S3,6.0,300,54.88,41.76,13.12,6.898,6.897,0.001,0.172,34.22,0,none,0.032
3887,SEG3,S3,S4,6.0,275,54.22,47.64,6.58,4.748,4.746,0.002,0.204,28.09,0,none,0.094
2246,SEG1,S1,S2,8.0,250,53.91,49.58,4.33,5.161,5.159,0.002,0.151,28.85,0,none,0.131
1627,SEG2,S2,S3,6.0,300,54.99,39.34,15.65,5.668,5.577,0.091,0.323,36.35,1,medium,5.441
1683,SEG3,S3,S4,6.0,275,54.71,49.58,5.13,4.263,4.262,0.001,0.251,29.52,0,none,0.044
153,SEG2,S2,S3,6.0,300,55.42,42.62,12.8,6.074,6.061,0.013,0.271,31.91,1,small,0.773
